Id_bien,id_codedep_codecommune,No voie,B/T/Q,Type_voie,Voie,Code_postal,Code_ID_commune,Prefixe_section,Section,No_plan,Lot,Surface_carrez,Type local,Surface_reelle_bati,Nb_piece_principale,Nature_culture,Nature_culture_speciale,Surface_terrain
A302_01103_12,01103,347,,RUE,DU CHATEAU,1170,1,,A,302,12,"48,22",Appartement,48,3,,,
CP186_06004_132,06004,4,,BD,EDOUARD BAUDOIN,6160,205,,CP,186,132,"39,11",Appartement,40,1,,,
LS169_06088_99,06088,20,B,RUE,MARCEAU,6000,142,,LS,169,99,"80,25",Appartement,82,3,,,
AO348_06123_242,06123,550,,RTE,DES VESPINS RN7,6700,228,,AO,348,242,"27,51",Appartement,27,1,,,
AW224_13005_218,13005,9300,,RES,LES ARPEGES BD DES ABA,13400,326,,AW,224,218,"47,33",Appartement,47,2,,,
AB69_13028_2,13028,27,,RUE,DU GRAND MADIER,13600,331,,AB,69,2,"25,31",Appartement,24,1,,,
843C21_13208_112,13208,360,,AV,DU PRADO,13008,327,843,C,21,112,"70,84",Appartement,70,3,,,
873A97_13212_1080,13212,5076,F,PARC,DESSUARD,13012,343,873,A,97,1080,"67,19",Appartement,66,3,,,
AC181_14338_155,14338,1194,,RUE,DE NORMANDIE,14510,372,,AC,181,155,"18,89",Appartement,19,1,,,
BH93_14366_32,14366,30,,ALL,DES NOISETIERS,14100,366,,BH,93,32,"105,37",Maison,99,4,,,
CZ138_17300_6,17300,11,,RUE,ROUGET DE L ISLE,17000,390,,CZ,138,6,"31,99",Appartement,34,2,,,
MZ143_25056_6,25056,13,,RUE,BERTHE MORISOT,25000,480,,MZ,143,6,"96,21",Maison,100,5,,,
KI28_29232_305,29232,1,,RUE,DU POHER,29000,595,,KI,28,305,"30,86",Appartement,31,1,,,
BO199_29260_3,29260,2,,RUE,DES JARDINS,29290,602,,BO,199,3,"66,21",Appartement,67,3,,,
834AB141_31555_9,31555,5,,AV,DU COMMANDANT TAILLANDIER,31500,732,834,AB,141,9,"45,58",Appartement,46,2,,,
EK259_33063_8,33063,15,,RUE,PAUL DENUCE,33800,796,,EK,259,8,"23,2",Appartement,27,1,,,
HD203_33063_12,33063,176,,RUE,SAINTE CATHERINE,33000,783,,HD,203,12,"13,1",Appartement,12,1,,,
CA93_33097_89,33097,822,G,,LA BAYNASSE SUD,33121,877,,CA,93,89,29,Appartement,29,2,,,
DL118_33449_207,33449,9,,RUE,DE BELFORT,33160,782,,DL,118,207,"51,4",Appartement,51,2,,,
AX195_34145_1,34145,183,,RUE,MARC ANTOINE MENARD,34400,907,,AX,195,1,"16,79",Appartement,18,1,,,
CA49_34150_19,34150,50,,AV,ANDRE CHASSEFIERE,34340,949,,CA,49,19,"51,4",Appartement,51,2,,,
BI110_34199_3,34199,8,,PL,DES ETATS DU LANGUEDOC,34120,948,,BI,110,3,"68,22",Appartement,85,3,,,
BM159_37156_3,37156,7,,RUE,JEAN-JACQUES ROUSSEAU,37270,1038,,BM,159,3,"88,45",Maison,89,4,,,
DP550_37261_33,37261,197,,AV,DE GRAMMONT,37000,1035,,DP,550,33,"42,94",Appartement,46,2,,,
DI69_38185_25,38185,48,,BD,MAL FOCH,38000,1054,,DI,69,25,"76,48",Appartement,77,4,,,
AB1163_40266_108,40266,210,,RTE,DU TAILLEUR,40170,1156,,AB,1163,108,"48,23",Maison,53,3,,,
AN156_40328_199,40328,199,,RES,MER ET GOLF-LE BOUCANIER,40480,1170,,AN,156,199,"49,91",Appartement,48,2,,,
CO52_44143_1170,44143,3,,ALL,JEAN PERRIN,44400,1286,,CO,52,1170,"46,3",Appartement,45,2,,,
CS148_44184_41,44184,12,,RUE,FERDINAND BUISSON,44600,1326,,CS,148,41,"47,24",Appartement,48,2,,,
AI162_51230_404,51230,35,,AV,DE CHAMPAGNE,51200,1482,,AI,162,404,"81,09",Appartement,79,4,,,
CH64_54395_11,54395,26,,RUE,MESSIER,54000,1512,,CH,64,11,"39,69",Appartement,39,2,,,
G1476_56161_120,56161,5794,,,GOLF SAINT LAURENT,56400,1595,,G,1476,120,"43,85",Appartement,44,3,,,
BO246_58194_9,58194,5,,RUE,DE PRUNEVEAUX,58000,1618,,BO,246,9,"108,78",Appartement,124,4,,,
KM15_59512_7,59512,118,,BD,DU GENERAL DE GAULLE,59100,1642,,KM,15,7,"89,84",Appartement,71,3,,,
BE59_60057_17,60057,247,,RUE,DE NOTRE DAME DU THIL,60000,1698,,BE,59,17,"48,35",Appartement,48,2,,,
AB396_60155_4,60155,34,,RUE,DE LA VILLE,60660,1734,,AB,396,4,"19,11",Appartement,18,1,,,
AV82_60159_124,60159,15,,SQ,JEAN BAPTISTE CLEMENT,60200,1718,,AV,82,124,"97,39",Appartement,97,5,,,
AE239_60524_1,60524,84,,AV,JEAN JAURES,60290,1710,,AE,239,1,"31,73",Appartement,32,1,,,
AI192_69149_27,69149,54,,RUE,DE LA BUSSIERE,69600,1953,,AI,192,27,"49,89",Appartement,51,2,,,
AY167_69384_144,69384,15,,RUE,ARTAUD,69004,1908,,AY,167,144,"20,02",Appartement,20,1,,,
AL5_74119_73,74119,1,,AV,D ABONDANCE,74500,2194,,AL,5,73,"34,86",Appartement,33,2,,,
I2810_74236_68,74236,950,,AV,DU MONT D ARBOIS,74170,2166,,I,2810,68,"39,05",Appartement,39,2,,,
G876_74238_572,74238,110,,RTE,DE LA TELECABINE,74430,2196,,G,876,572,"18,93",Appartement,20,1,,,
AB318_74278_5,74278,2308,,AV,DES VALLEES,74300,2162,,AB,318,5,"88,59",Appartement,88,4,,,
AR45_75105_28,75105,22,,BD,SAINT MARCEL,75005,3200,,AR,45,28,"30,05",Appartement,41,2,,,
BA48_75110_15,75110,45,,BD,DE MAGENTA,75010,3201,,BA,48,15,"32,3",Appartement,32,2,,,
AA43_75111_23,75111,14,,AV,DE LA REPUBLIQUE,75011,3203,,AA,43,23,"120,28",Appartement,120,4,,,
AD10_75111_42,75111,160,,RUE,SAINT MAUR,75011,3203,,AD,10,42,"17,94",Appartement,28,2,,,
AH72_75111_23,75111,11,,RUE,DU MOULIN JOLY,75011,3203,,AH,72,23,"28,39",Appartement,28,2,,,
CT43_75112_18,75112,36,,RUE,ERARD,75012,3204,,CT,43,18,18,Appartement,41,2,,,
DA17_75112_21,75112,220,,RUE,DE CHARENTON,75012,3204,,DA,17,21,"51,44",Appartement,51,3,,,
EN22_75112_30,75112,17,,RUE,D AUSTERLITZ,75012,3204,,EN,22,30,"10,06",Appartement,10,1,,,
DU4_75115_103,75115,60,A,RUE,EMERIAU,75015,3207,,DU,4,103,"88,3",Appartement,88,4,,,
AI16_75118_7,75118,4,,RUE,SQUARE CARPEAUX,75018,3210,,AI,16,7,"23,98",Appartement,18,1,,,
AO48_75118_134,75118,36,,AV,DE CLICHY,75018,3210,,AO,48,134,"53,59",Appartement,39,2,,,
BJ73_75118_60,75118,68,,RUE,MARCADET,75018,3210,,BJ,73,60,"24,3",Appartement,25,2,,,
BN25_76217_44,76217,16,,AV,ALEXANDRE ANQUETIN,76200,2222,,BN,25,44,"61,52",Appartement,59,4,,,
AT125_76451_261,76451,5,,PARC,DE LA BRESLE,76130,2211,,AT,125,261,"57,27",Appartement,58,3,,,
AB313_76655_8,76655,4,,RUE,FRANCOIS LAPERT,76460,2248,,AB,313,8,"23,98",Appartement,25,1,,,
BI91_77118_10,77118,5,B,RUE,DE LA SOLIDARITE,77410,2341,,BI,91,10,"35,32",Appartement,40,2,,,
AN50_78350_91,78350,4,,ALL,HELENE LAZAREFF,78430,2426,,AN,50,91,"89,41",Appartement,89,4,,,
BM115_78423_11,78423,1,,AV,DE DENTON,78180,2411,,BM,115,11,"106,19",Appartement,107,5,,,
AD12_78545_360,78545,15,,RUE,ROBERT DESNOS,78210,2408,,AD,12,360,"67,76",Appartement,70,4,,,
AE165_78545_43,78545,1,,RUE,MAL DE LATTRE DE TASSIGNY,78210,2408,,AE,165,43,"40,55",Appartement,40,2,,,
AL126_78551_22,78551,53,,RUE,DE MAREIL,78100,2447,,AL,126,22,"84,31",Appartement,142,5,,,
AL16_78586_104,78586,1,,RUE,MAETERLINCK,78500,2425,,AL,16,104,74,Appartement,74,3,,,
AM224_78640_3,78640,2,,RUE,DIVISION LECLERC,78140,2412,,AM,224,3,"49,16",Appartement,48,2,,,
AT884_83062_14,83062,,,,LES SAVELS,83130,2622,,AT,884,14,"50,74",Appartement,50,2,,,
EX44_83069_7,83069,31,,AV,DE LA SABLIERE CAPTE,83400,2637,,EX,44,7,"20,15",Appartement,20,1,,,
CK98_83112_30,83112,9100,,RES,LE GRAND SOLEIL,83270,2639,,CK,98,30,"47,52",Appartement,38,2,,,
AL246_83123_39,83123,8,,ALL,DES PAQUERETTES,83110,2635,,AL,246,39,"86,92",Maison,91,5,,,
DK374_84007_1,84007,43,,RUE,CAMPANE,84000,2658,,DK,374,1,"37,24",Appartement,40,2,,,
AE932_85047_173,85047,78,,RUE,CARNOT,85300,2728,,AE,932,173,"43,12",Appartement,45,2,,,
ZP247_86062_9,86062,20,B,ALL,DU HAUT POITOU,86360,2736,,ZP,247,9,"30,42",Appartement,30,1,,,
BE67_86194_37,86194,9007,,RUE,DES DOUVES,86000,2735,,BE,67,37,"71,03",Appartement,75,4,,,
BE4_87075_290,87075,14,,RUE,DU CLUZEAU,87170,2744,,BE,4,290,"62,95",Appartement,62,2,,,
PY55_87085_74,87085,8,,RUE,GEORGES BELJEAN,87100,2746,,PY,55,74,"43,54",Appartement,43,2,,,
C1192_91249_49,91249,2,,RUE,D ADELAIAU,91470,2924,,C,1192,49,"128,34",Appartement,128,5,,,
AB661_91689_4,91689,6,,RUE,DE LA DIVISION LECLERC,91320,2855,,AB,661,4,"43,42",Appartement,43,2,,,
AK13_92025_39,92025,79,,RUE,DE VARSOVIE,92700,2950,,AK,13,39,"49,45",Appartement,55,3,,,
AX29_92026_82,92026,5,,BD,GEORGES CLEMENCEAU,92400,2945,,AX,29,82,"62,1",Appartement,65,3,,,
AH210_92036_117,92036,32,,RUE,GEORGES THORETTON,92230,2949,,AH,210,117,"59,35",Appartement,59,3,,,
O119_92044_6,92044,74,,RUE,JULES GUESDE,92300,2952,,O,119,6,"52,85",Appartement,55,2,,,
BY271_93032_4,93032,35,,AV,SAINTE FOY,93220,3011,,BY,271,4,"106,31",Maison,90,4,S,,115
BR14_93051_79,93051,4,,ALL,JOSEPHINE,93160,3012,,BR,14,79,"77,93",Appartement,77,4,,,
P166_93057_25,93057,129,,ALL,JULES AUFFRET,93320,2984,,P,166,25,46,Appartement,46,2,,,
CA10_93071_6,93071,1,,PL,GASTON BUSSIERE,93270,3003,,CA,10,6,"24,63",Appartement,24,2,,,
AM78_94044_6,94044,21,,RUE,CLAUDE BERNARD,94450,3050,,AM,78,6,"67,1",Appartement,67,3,,,
AL48_94060_68,94060,18,,RUE,DE PROVENCE,94510,3047,,AL,48,68,80,Maison,66,4,,,
AR127_94060_110,94060,4,,RUE,DU CLOS SAINT NICOLAS,94510,3047,,AR,127,110,"48,02",Appartement,49,2,,,
Q95_94080_8,94080,7,,RUE,DE L EGALITE,94300,3061,,Q,95,8,"16,37",Appartement,17,1,,,
AB337_95252_109,95252,16,,RUE,DE LA FOSSE AUX BICHES,95130,3136,,AB,337,109,"72,53",Appartement,69,4,,,
AB18_95388_31,95388,57,,ALL,DU VEXIN,95180,3068,,AB,18,31,"90,07",Maison,93,5,,,
BV297_95607_544,95607,9004,,RES,LES LIGNIERES,95150,3139,,BV,297,544,"57,1",Appartement,56,3,,,
AB85_01262_4,01262,9,,RUE,NEUVE,1120,48,,AB,85,4,"41,82",Appartement,47,1,,,
AS122_02408_13,02408,27,,RUE,FERNAND THUILLART,2000,55,,AS,122,13,"165,11",Appartement,156,6,,,
AP54_03190_3,03190,2,,RUE,DENAIN,3000,73,,AP,54,3,"124,01",Appartement,77,3,,,
D774_04073_46,04073,7052,,RES,LES CHENEVRIERS,4400,79,,D,774,46,"24,32",Appartement,25,1,,,
G353_04166_1,04166,7102,,PL,DE L ENGIEN,4500,78,,G,353,1,"106,43",Appartement,133,4,,,
AS442_04209_9,04209,9002,,PL,DU DOCTEUR ROBERT,4200,77,,AS,442,9,"32,89",Appartement,33,1,,,
BS105_06004_24,06004,15,,AV,NIQUET,6600,204,,BS,105,24,"37,66",Appartement,41,2,,,
CH151_06027_129,06027,7,,CHE,DE SAINT LAURENT,6800,226,,CH,151,129,"58,42",Appartement,58,3,,,
LA312_06088_19,06088,8,,RUE,ROSSINI,6000,142,,LA,312,19,"99,04",Appartement,98,4,,,
LB299_06088_33,06088,27,,RUE,LAMARTINE,6000,142,,LB,299,33,"30,2",Appartement,95,3,,,
LP2_06088_24,06088,4,,AV,VALROSE,6100,144,,LP,2,24,"68,75",Appartement,68,3,,,
AR212_06159_167,06159,15,B,AV,VICTOR CAUVIN,6230,162,,AR,212,167,"56,05",Appartement,58,2,,,
BN661_10323_12,10323,5,,IMP,DU CHANT DE L ALOUETTE,10100,278,,BN,661,12,"55,5",Appartement,52,3,,,
AK279_13119_71,13119,5279,F,RUE,DU 14 JUILLET,13470,328,,AK,279,71,"53,09",Appartement,51,3,,,
804B175_13201_8,13201,55,,RUE,FRANCIS DAVSO,13001,315,804,B,175,8,"48,24",Appartement,50,2,,,
815M99_13204_1,13204,9,,RUE,BOSCARY,13004,314,815,M,99,1,"28,4",Appartement,30,1,,,
825A46_13206_14,13206,9,,RUE,CRUDERE,13006,324,825,A,46,14,"51,01",Appartement,51,3,,,
853Z135_13209_217,13209,13,,BD,GUSTAVE GANAY,13009,325,853,Z,135,217,"51,54",Appartement,52,3,,,
KH86_14118_24,14118,4,,RUE,AUX NAMPS,14000,363,,KH,86,24,"34,83",Appartement,59,2,,,
AK178_14333_2,14333,1,,RUE,PESTEL,14600,367,,AK,178,2,"12,44",Appartement,13,1,,,
AI300_14715_4085,14715,1,,AV,P CASSAGNAVERE,14360,368,,AI,300,4085,"53,76",Appartement,53,2,,,
AB463_14754_8,14754,1,,RUE,CHARLES KOECHLIN,14640,370,,AB,463,8,"52,82",Maison,32,2,S,,792
BN4_17300_10,17300,66,,AV,DENFERT ROCHEREAU,17000,390,,BN,4,10,"32,18",Appartement,33,1,,,
AE1032_17414_2,17414,6,,RUE,DES MENDRIES,17138,389,,AE,1032,2,"49,9",Maison,50,3,,,
AR505_22113_125,22113,5,,RES,DE LA HAUTE RIVE,22300,460,,AR,505,125,"68,3",Appartement,67,4,,,
AX253_22168_30,22168,33,,RUE,ANATOLE LE BRAZ,22700,459,,AX,253,30,"54,42",Appartement,57,2,,,
AH149_22278_142,22278,16,H,BD,DE L ATLANTIQUE,22000,431,,AH,149,142,64,Appartement,64,4,,,
BL127_24322_2,24322,19,,AV,DAUMESNIL,24000,468,,BL,127,2,"31,05",Appartement,33,1,,,
B561_25527_1,25527,850,,CHE,DES GOUILLOTTES,25410,482,,B,561,1,"127,96",Appartement,147,5,,,
DB271_28085_11,28085,34,B,RUE,DU FAUBOURG ST JEAN,28000,564,,DB,271,11,"106,03",Maison,105,5,,,
AD82_30003_1,30003,22,,RUE,THEAULON,30220,664,,AD,82,1,"32,29",Appartement,50,2,,,
CD242_30007_2,30007,145,,QUAI,DE BILINA,30100,722,,CD,242,2,"39,5",Appartement,39,2,,,
BZ38_30133_211,30133,80,,RUE,DES ANEMONES,30240,663,,BZ,38,211,20,Appartement,19,1,,,
EV60_30189_95,30189,4,B,RUE,ARNAVIELLE,30900,665,,EV,60,95,"60,07",Appartement,60,3,,,
AD953_32013_16,32013,3,,RUE,DAUMESNIL,32000,774,,AD,953,16,54,Appartement,57,2,,,
AO162_33005_132,33005,230,,BD,DE LA REPUBLIQUE,33510,817,,AO,162,132,"44,12",Appartement,44,2,,,
HA74_33063_11,33063,52,,RUE,DU TONDU,33000,783,,HA,74,11,"61,16",Appartement,60,4,,,
AV705_33075_12,33075,17,,RUE,DES HIRONDELLES,33520,785,,AV,705,12,"86,3",Maison,86,4,,,
AV354_33550_117,33550,17,,RUE,LAURENT FIGNON,33140,802,,AV,354,117,"39,23",Appartement,45,2,,,
AC132_34023_14,34023,7,,AV,PASTEUR,34540,904,,AC,132,14,"24,6",Appartement,24,1,,,
BT298_37261_4,37261,5,,RUE,HENRI HERTZ,37100,1037,,BT,298,4,"42,2",Appartement,42,2,,,
DR1019_37261_95,37261,4,,ALL,DES ERABLES,37000,1035,,DR,1019,95,"63,1",Appartement,70,3,,,
AH769_38169_29,38169,6,,RUE,DOYEN GOSSE,38600,1103,,AH,769,29,21,Appartement,20,1,,,
BY31_38185_142,38185,4,,PL,BIR HAKEIM,38000,1054,,BY,31,142,"95,74",Appartement,95,3,,,
AH26_38253_13,38253,13,,AV,DE LA MUZELLE MT DE LANS,38860,1098,,AH,26,13,"60,55",Appartement,62,3,,,
BC217_40046_33,40046,176,,AV,GABRIELE  D ANNUNZIO,40600,1172,,BC,217,33,"29,78",Maison,25,1,,,
BV206_40088_3,40088,49,,AV,VICTOR HUGO,40100,1157,,BV,206,3,"18,63",Appartement,19,1,,,
BL227_40304_1,40304,112,,AV,DU MARENSIN,40150,1166,,BL,227,1,"82,35",Maison,47,3,,,
AB362_42256_7,42256,2,,CHE,DES GREFFIERS,42680,1233,,AB,362,7,"94,39",Maison,93,4,AG,,396
IP661_44109_11,44109,52,,BD,DE L EGALITE,44100,1280,,IP,661,11,"62,14",Appartement,64,3,,,
DM293_44190_242,44190,18,,RUE,BONNE GARDE,44230,1278,,DM,293,242,"47,34",Appartement,47,2,,,
AD274_44204_33,44204,1,,RUE,PAUL VERLAINE,44470,1284,,AD,274,33,"42,25",Appartement,42,2,,,
BX475_45234_16,45234,239,,FG,SAINT VINCENT,45000,1356,,BX,475,16,"65,71",Appartement,65,3,,,
BE605_45286_121,45286,13,,ALL,DES ERABLES,45650,1360,,BE,605,121,"72,37",Appartement,69,1,,,
AE94_50002_12,50002,74,,RTE,DE COUTANCES,50180,1445,,AE,94,12,"57,88",Appartement,47,2,,,
IK1347_51454_137,51454,7,,IMP,DES CARMELITES,51100,1488,,IK,1347,137,"119,95",Appartement,121,4,,,
BW95_54395_13,54395,21,,RUE,DES SOEURS MACARONS,54000,1512,,BW,95,13,"36,6",Appartement,38,2,,,
AB621_56062_56,56062,2,,RES,DE PORH MEN GUEN,56680,1580,,AB,621,56,"97,51",Appartement,105,3,,,
BL47_59368_112,59368,19,,AV,SIMONE,59110,1626,,BL,47,112,"80,09",Appartement,80,3,,,
BW288_59378_3,59378,42,Q,RUE,JEAN JAURES,59700,1667,,BW,288,3,"29,73",Maison,30,2,,,
AT691_59491_1,59491,468,,RUE,HENRI DURRE,59590,1690,,AT,691,1,"153,25",Maison,139,5,,,
AI49_60159_24,60159,2,,RUE,AMPERE,60200,1718,,AI,49,24,41,Appartement,37,1,,,
AZ35_60159_3,60159,59,C,RUE,DU GENERAL MANGIN,60200,1718,,AZ,35,3,"220,72",Maison,210,8,,,
AL11_60382_166,60382,35,,IMP,JEAN DE LA FONTAINE,60280,1719,,AL,11,166,"30,38",Appartement,30,2,,,
AP304_60395_1501,60395,1,,AV,JACQUES CARTIER,60110,1699,,AP,304,1501,"72,91",Appartement,74,4,,,
AE388_60524_2,60524,34,B,AV,DE LA GARE,60290,1710,,AE,388,2,"67,47",Appartement,68,3,,,
AB582_62041_5,62041,76,,PL,GRAND PLACE,62000,1776,,AB,582,5,"45,5",Appartement,45,2,,,
BX168_63300_6,63300,31,,RUE,HIPPOLYTE GOMOT,63200,1816,,BX,168,6,"62,72",Appartement,47,2,,,
AA72_69003_1006,69003,6,,AV,DE LA GARE,69250,1905,,AA,72,1006,"108,84",Appartement,109,4,,,
BH235_69204_3,69204,78,B,RUE,DES COLLONGES,69230,1952,,BH,235,3,"43,25",Appartement,43,2,,,
AI10_69264_5,69264,496,,RUE,ETIENNE POULET,69400,2007,,AI,10,5,"78,72",Appartement,71,3,,,
BR10_69389_6,69389,72,,RUE,SAINT PIERRE DE VAISE,69009,1910,,BR,10,6,"32,82",Appartement,38,1,,,
BT147_69389_35,69389,2,,PL,DE LA RHODIACETA,69009,1910,,BT,147,35,"75,31",Appartement,75,3,,,
A282_70550_3,70550,24,,RUE,DE LA BANQUE,70000,2038,,A,282,3,"75,87",Appartement,76,4,,,
B658_70550_7,70550,22,,RUE,D ALSACE LORRAINE,70000,2038,,B,658,7,"168,38",Appartement,106,4,,,
B4731_74014_24,74014,13,,RTE,DES MOULINS,74300,2168,,B,4731,24,"21,29",Appartement,21,1,,,
AE590_74249_86,74249,110,,RTE,DE LA SAUGE,74500,2195,,AE,590,86,"76,14",Appartement,76,3,,,
AN63_75102_11,75102,192,,RUE,SAINT DENIS,75002,3214,,AN,63,11,"36,91",Appartement,37,3,,,
AK80_75103_74,75103,24,,RUE,DE SAINTONGE,75003,3195,,AK,80,74,66,Appartement,12,1,,,
AQ126_75104_84,75104,8,,RUE,SAINT PAUL,75004,3213,,AQ,126,84,"25,34",Appartement,25,2,,,
AH30_75105_3,75105,30,,RUE,DES BOULANGERS,75005,3200,,AH,30,3,"21,34",Appartement,20,1,,,
BJ18_75106_56,75106,36,,RUE,DE BUCI,75006,3198,,BJ,18,56,"28,55",Appartement,28,1,,,
CN19_75107_129,75107,7,,RUE,COGNACQ JAY,75007,3199,,CN,19,129,"82,62",Appartement,83,3,,,
BM53_75110_17,75110,38,,AV,CLAUDE VELLEFAUX,75010,3201,,BM,53,17,"30,18",Appartement,31,2,,,
AX56_75111_101,75111,7,,RUE,PLICHON,75011,3203,,AX,56,101,"58,45",Appartement,56,3,,,
CR201_75111_125,75111,33,,AV,PHILIPPE AUGUSTE,75011,3203,,CR,201,125,"31,12",Appartement,30,2,,,
EV42_75112_111,75112,38,B,RUE,TRAVERSIERE,75012,3204,,EV,42,111,"44,95",Appartement,50,2,,,
CU22_75114_126,75114,31,,RUE,DE L ABBE CARTON,75014,3206,,CU,22,126,"25,06",Appartement,26,1,,,
BS113_75115_10,75115,8,,RUE,MARMONTEL,75015,3207,,BS,113,10,"37,38",Appartement,37,2,,,
DR11_75115_219,75115,22,A,RUE,EMERIAU,75015,3207,,DR,11,219,"99,96",Appartement,97,6,,,
CJ107_75117_21,75117,62,,RUE,LEGENDRE,75017,3209,,CJ,107,21,"63,16",Appartement,75,3,,,
CU93_75117_1071,75117,68,,RUE,MSTISLAV ROSTROPOVITCH,75017,3209,,CU,93,1071,"47,12",Appartement,47,2,,,
AT111_75118_4,75118,76,,RUE,LEPIC,75018,3210,,AT,111,4,"53,01",Appartement,50,3,,,
AV46_75118_33,75118,21,B,RUE,DUHESME,75018,3210,,AV,46,33,"52,46",Appartement,51,3,,,
AX2_75118_11,75118,124,,RUE,DAMREMONT,75018,3210,,AX,2,11,"52,24",Appartement,50,2,,,
BV49_75118_8,75118,89,,RUE,DES POISSONNIERS,75018,3210,,BV,49,8,"29,13",Appartement,30,2,,,
DA19_75118_242,75118,28,,RUE,DE TORCY,75018,3210,,DA,19,242,"67,8",Appartement,68,3,,,
AO33_75120_10,75120,9,,RUE,HENRI CHEVREAU,75020,3211,,AO,33,10,"21,01",Appartement,25,1,,,
DG232_76351_107,76351,4,,RUE,MICHEL DUBOSC,76600,2229,,DG,232,107,"19,9",Appartement,20,1,,,
AN212_76447_7,76447,3,,RUE,HENRY LEMONNIER,76290,2232,,AN,212,7,"45,84",Appartement,30,1,,,
AC124_76451_75,76451,10,,RUE,ROBERT DE THORIGNY,76130,2211,,AC,124,75,"39,3",Appartement,39,2,,,
AD116_77005_14,77005,19,B,RUE,DU GENERAL DE GAULLE,77410,2352,,AD,116,14,"32,99",Appartement,29,2,,,
D452_77014_10,77014,56,,RUE,REMY DUMONCEL,77210,2290,,D,452,10,"24,06",Appartement,25,1,,,
AH28_77058_30,77058,4,,RUE,KONRAD ADENAUER,77600,2348,,AH,28,30,"53,6",Appartement,53,2,,,
AI105_77058_5,77058,17,,AV,DU GENERAL DE GAULLE,77600,2348,,AI,105,5,"31,42",Appartement,31,1,,,
B392_77059_1,77059,13,Q,RUE,DE CHAMPAGNE,77600,2359,,B,392,1,"111,15",Maison,102,5,,,
C1354_77192_31,77192,2,E,SQ,DU PETIT MARGAT,77610,2317,,C,1354,31,"60,25",Appartement,60,3,,,
C751_77259_1,77259,2,C,CHE,DU GAZON,77230,2347,,C,751,1,"75,06",Maison,76,4,,,
AI133_77288_107,77288,17,,RUE,LOUVIOT,77000,2256,,AI,133,107,"33,49",Appartement,33,2,,,
AP277_77288_19,77288,15,,RUE,DE VAUX,77000,2256,,AP,277,19,"44,94",Appartement,45,2,,,
AO80_77379_4,77379,2,B,RUE,DU TEMPLE,77160,2400,,AO,80,4,"66,54",Appartement,76,3,,,
BI540_78005_9,78005,113,,AV,DE POISSY,78260,2456,,BI,540,9,"42,2",Appartement,42,2,,,
AB18_78372_148,78372,8,,SQ,DES AUBADES,78160,2420,,AB,18,148,"67,6",Appartement,66,4,,,
AE809_78372_247,78372,9,,RES,DE LA SABOTTE,78160,2420,,AE,809,247,"53,05",Appartement,55,3,,,
AO895_78383_18,78383,1,,SQ,DU JURANCON,78310,2495,,AO,895,18,"27,81",Appartement,28,1,,,
A76_78550_3,78550,3,,RUE,LOUIS PASTEUR,78640,2507,,A,76,3,"101,85",Maison,107,6,,,
AV235_78621_136,78621,9003,,CITE,LA GARENNE A BREFAUT,78190,2413,,AV,235,136,"55,06",Appartement,51,3,,,
BV148_78646_4,78646,16,,RUE,DE L OCCIDENT,78000,2407,,BV,148,4,"80,38",Appartement,82,4,,,
E1434_82096_29,82096,29,,RUE,DES LILAS,82290,2567,,E,1434,29,"71,05",Maison,71,3,,,
AP68_83009_608,83009,71,,CHE,DE L ESCOURCHE,83150,2634,,AP,68,608,"37,6",Appartement,51,2,,,
BI14_83009_110,83009,271,,BD,DES GRAVIERS,83150,2634,,BI,14,110,"15,2",Appartement,15,1,,,
AK74_83034_762,83034,9500,,RES,LE ST VINCENT,83320,2633,,AK,74,762,"29,85",Appartement,30,2,,,
BX18_83070_244,83070,1,,AV,PIERRE DE COUBERTIN,83980,2632,,BX,18,244,"64,84",Appartement,64,3,,,
BW592_85035_11,85035,9733,,RES,LES TROIS TOURS 2,85470,2716,,BW,592,11,"37,82",Appartement,37,2,,,
ZW262_85127_2,85127,5,,AV,DU LITTORAL,85560,2714,,ZW,262,2,"64,41",Appartement,64,3,,,
AM1318_85194_1,85194,3,,RUE,FIEF DES COUTS,85100,2718,,AM,1318,1,"63,63",Appartement,64,3,,,
AT123_85262_66,85262,46,,RUE,DU BAS RUET,85660,2702,,AT,123,66,"88,5",Maison,88,4,,,
B259_88372_5,88372,38,,RUE,JULES FERRY,88110,2775,,B,259,5,"81,24",Appartement,82,3,,,
AH272_90010_29,90010,1,,RUE,DE COLMAR,90000,2814,,AH,272,29,"42,25",Appartement,44,2,,,
BL234_90010_14,90010,24,,RUE,DE CRONSTADT,90000,2814,,BL,234,14,56,Appartement,56,3,,,
AP236_91114_19,91114,43,,RUE,DES 3 CHENES,91800,2820,,AP,236,19,"69,17",Appartement,63,4,,,
AN4_91225_1151,91225,10,,RES,LES BOIS DU CERF,91450,2822,,AN,4,1151,"146,94",Maison,168,6,,,
AI86_91326_1,91326,5,,RUE,MONTTESSUY,91260,2850,,AI,86,1,49,Appartement,49,3,,,
AV31_91377_150,91377,4,,ALL,D'AUTRICHE,91300,2853,,AV,31,150,"93,02",Appartement,96,5,,,
AA156_91425_28,91425,50,B,RTE,D ORLEANS RN 20,91310,2869,,AA,156,28,40,Appartement,44,2,,,
AP11_91570_1020,91570,10,,ALL,DES ERABLES,91240,2868,,AP,11,1020,"115,97",Maison,118,5,,,
