Id_bien,id_codedep_codecommune,No voie,B/T/Q,Type_voie,Voie,Code_postal,Code_ID_commune,Prefixe_section,Section,No_plan,Lot,Surface_carrez,Type local,Surface_reelle_bati,Nb_piece_principale,Nature_culture,Nature_culture_speciale,Surface_terrain
AL292_69277_1,69277,17,,RUE,DU VIEUX CHATEAU,69740,1944,,AL,292,1,"48,75",Appartement,53,2,,,
BD88_69282_15,69282,28,,RUE,VICTOR HUGO,69330,1931,,BD,88,15,"69,8",Appartement,72,3,,,
BK63_69288_1,69288,28,,AV,JEAN MOULIN,69720,1948,,BK,63,1,"71,68",Appartement,74,3,,,
AH342_69292_2,69292,6,,AV,CARNOT,69580,1919,,AH,342,2,"191,09",Appartement,158,5,,,
AE513_69293_7,69293,8,,ALL,DE LA CLE DES CHAMPS,69580,1925,,AE,513,7,117,Maison,117,5,,,
AS87_69382_12,69382,13,,RUE,LAURENCIN,69002,1906,,AS,87,12,"124,38",Appartement,136,4,,,
AO123_69383_17,69383,60,,RUE,CHAPONNAY,69003,1927,,AO,123,17,"119,08",Appartement,49,2,,,
AO66_69384_14,69384,42,,RUE,JACQUARD,69004,1908,,AO,66,14,"70,21",Appartement,70,2,,,
AY189_69384_19,69384,86,,,GDE RUE DE LA CROIX ROUSSE,69004,1908,,AY,189,19,"19,61",Appartement,25,2,,,
BD8_69384_11,69384,33,,CRS,D HERBOUVILLE,69004,1908,,BD,8,11,"51,87",Appartement,52,2,,,
AZ99_69385_87,69385,19,,RUE,DES AQUEDUCS,69005,1909,,AZ,99,87,"79,03",Appartement,78,3,,,
AL49_69386_28,69386,20,,RUE,DUQUESNE,69006,1929,,AL,49,28,55,Appartement,62,2,,,
AW129_69387_35,69387,56,,RUE,JABOULAY,69007,1928,,AW,129,35,"35,91",Appartement,35,2,,,
AO335_69388_1,69388,2,,RUE,PIERRE SONNERAT,69008,1930,,AO,335,1,"42,08",Appartement,47,3,,,
BP39_69388_2,69388,29,,RUE,ST NESTOR,69008,1930,,BP,39,2,"21,44",Appartement,22,1,,,
BS51_69388_160,69388,3,,RUE,SANTOS DUMONT,69008,1930,,BS,51,160,"17,64",Appartement,17,1,,,
CD37_69388_5,69388,121,,RTE,DE VIENNE,69008,1930,,CD,37,5,"34,29",Appartement,37,2,,,
AX17_69389_34,69389,67,,RUE,DE ST CYR,69009,1910,,AX,17,34,"55,25",Appartement,58,2,,,
BC25_69389_337,69389,5,,RUE,DES MARINIERS,69009,1910,,BC,25,337,"66,37",Appartement,67,3,,,
BC41_69389_26,69389,27,,RUE,DE ST CYR,69009,1910,,BC,41,26,"36,38",Appartement,45,1,,,
BX40_69389_105,69389,29,,RUE,PROFESSEUR PATEL,69009,1910,,BX,40,105,"110,7",Appartement,115,6,,,
AT439_71543_13,71543,290,,RUE,DU CHAMP BRULE,71700,2046,,AT,439,13,"81,19",Appartement,81,4,,,
CD76_72181_48,72181,79,,RUE,DU LEVANT,72000,2065,,CD,76,48,"25,65",Appartement,23,1,,,
C187_73029_525,73029,120,,GAL,DE CHARTREUSE,73000,2118,,C,187,525,"98,28",Appartement,93,4,,,
C2707_73307_9,73307,5313,,RES,LE CARIBOU I,73450,2093,,C,2707,9,"27,89",Appartement,28,2,,,
EI183_74010_257,74010,4,,RUE,JEAN-LOUIS GRIVAZ,74000,2124,,EI,183,257,"65,55",Appartement,65,3,,,
A5109_74081_171,74081,132,,ALL,DU CLOS DE DIANE,74300,2175,,A,5109,171,"55,01",Appartement,55,3,,,
A3043_74099_18,74099,287,,ALL,DU FRONT DE NEIGE,74120,2180,,A,3043,18,"16,05",Appartement,16,1,,,
AP181_74278_33,74278,360,,ALL,DES POIRIERS,74300,2162,,AP,181,33,"36,34",Appartement,36,2,,,
AR94_75101_7,75101,10,,RUE,COQUILLIERE,75001,3196,,AR,94,7,"28,6",Appartement,28,2,,,
AX40_75101_14,75101,8,,RUE,D ARGENTEUIL,75001,3196,,AX,40,14,"153,02",Appartement,156,4,,,
AB42_75103_41,75103,67,,RUE,MESLAY,75003,3195,,AB,42,41,"65,55",Appartement,65,2,,,
AL9_75103_111,75103,14,,RUE,DES COUTURES SAINT GERVAIS,75003,3195,,AL,9,111,"27,28",Appartement,33,2,,,
AV49_75103_7,75103,50,,RUE,CHAPON,75003,3195,,AV,49,7,"94,27",Appartement,100,3,,,
AV15_75104_17,75104,11,,QUAI,DE BOURBON,75004,3213,,AV,15,17,"22,03",Appartement,32,2,,,
BP79_75105_413,75105,14,,RUE,XAVIER PRIVAS,75005,3200,,BP,79,413,43,Appartement,40,2,,,
AT20_75106_36,75106,133,,BD,RASPAIL,75006,3198,,AT,20,36,"21,65",Appartement,20,1,,,
AW54_75106_8,75106,6,,RUE,STANISLAS,75006,3198,,AW,54,8,"114,18",Appartement,150,5,,,
AI2_75107_13,75107,39,,RUE,DE BABYLONE,75007,3199,,AI,2,13,"13,28",Appartement,14,1,,,
BI83_75108_16,75108,6,,RUE,DE PONTHIEU,75008,3197,,BI,83,16,"115,23",Appartement,115,4,,,
AA18_75109_4,75109,69,,BD,DE CLICHY,75009,3202,,AA,18,4,"99,48",Appartement,100,4,,,
AY49_75109_131,75109,2,,RUE,DE CHATEAUDUN,75009,3202,,AY,49,131,"39,47",Appartement,40,2,,,
AH17_75110_110,75110,210,,RUE,DU FBG SAINT DENIS,75010,3201,,AH,17,110,"43,69",Appartement,43,2,,,
AP34_75110_61,75110,9,,RUE,DE CHABROL,75010,3201,,AP,34,61,"9,07",Appartement,20,2,,,
AZ77_75110_31,75110,52,,RUE,DU FBG ST MARTIN,75010,3201,,AZ,77,31,"58,38",Appartement,60,3,,,
BE35_75110_44,75110,26,,RUE,YVES TOUDIC,75010,3201,,BE,35,44,"47,17",Appartement,46,3,,,
BY21_75110_24,75110,270,,RUE,DU FBG ST MARTIN,75010,3201,,BY,21,24,"33,83",Appartement,32,2,,,
AH99_75111_12,75111,99,A,RUE,JEAN PIERRE TIMBAUD,75011,3203,,AH,99,12,"81,74",Appartement,92,2,,,
AI17_75111_11,75111,3,,BD,DE BELLEVILLE,75011,3203,,AI,17,11,"92,72",Appartement,94,4,,,
AO52_75111_11,75111,17,,RUE,DE MALTE,75011,3203,,AO,52,11,"30,06",Appartement,30,1,,,
AY5_75111_10,75111,28,,RUE,SAINT AMBROISE,75011,3203,,AY,5,10,"55,4",Appartement,55,3,,,
AZ67_75111_115,75111,85,,RUE,DU CHEMIN VERT,75011,3203,,AZ,67,115,"33,55",Appartement,34,2,,,
BD67_75111_4,75111,18,,RUE,SAINT SEBASTIEN,75011,3203,,BD,67,4,"45,42",Appartement,44,3,,,
BL6_75111_82,75111,97,,BD,VOLTAIRE,75011,3203,,BL,6,82,"23,8",Appartement,25,2,,,
BT18_75111_34,75111,15,,RUE,GERBIER,75011,3203,,BT,18,34,"30,97",Appartement,28,2,,,
CT5_75111_105,75111,16,,RUE,PAUL BERT,75011,3203,,CT,5,105,"45,1",Appartement,42,2,,,
CV65_75111_27,75111,175,,RUE,DU FBG ST ANTOINE,75011,3203,,CV,65,27,"15,55",Appartement,20,1,,,
CV79_75111_175,75111,18,,RUE,DE LA FORGE ROYALE,75011,3203,,CV,79,175,"15,01",Appartement,16,1,,,
CI13_75112_186,75112,115,,RUE,DE REUILLY,75012,3204,,CI,13,186,"53,46",Appartement,65,3,,,
ET11_75112_1046,75112,81,,AV,LEDRU ROLLIN,75012,3204,,ET,11,1046,62,Appartement,56,3,,,
DW188_75113_231,75113,15,,PAS,TRUBERT-BELLIER,75013,3205,,DW,188,231,"25,7",Appartement,25,1,,,
AB10_75114_2,75114,6,,RUE,CASSINI,75014,3206,,AB,10,2,"35,7",Appartement,40,2,,,
AD3_75114_51,75114,33,,RUE,CAMPAGNE PREMIERE,75014,3206,,AD,3,51,"38,08",Appartement,36,2,,,
AN86_75114_44,75114,5,,RUE,FROIDEVAUX,75014,3206,,AN,86,44,"31,95",Appartement,32,2,,,
BW20_75114_10,75114,15,,RUE,ALPHONSE DAUDET,75014,3206,,BW,20,10,"58,78",Appartement,60,2,,,
CS13_75114_14,75114,10,,RUE,FURTADO HEINE,75014,3206,,CS,13,14,"7,71",Appartement,6,1,,,
BQ9_75115_18,75115,41,,RUE,DE L ABBE GROULT,75015,3207,,BQ,9,18,"51,1",Appartement,56,3,,,
CR120_75115_179,75115,9,,RUE,FALGUIERE,75015,3207,,CR,120,179,"114,3",Appartement,105,4,,,
EM46_75115_13,75115,65,,RUE,DE LA CONVENTION,75015,3207,,EM,46,13,"43,83",Appartement,45,2,,,
AI10_75116_20,75116,126,,AV,DE VERSAILLES,75016,3208,,AI,10,20,"44,81",Appartement,44,3,,,
AY19_75116_1,75116,49,,BD,MURAT,75016,3208,,AY,19,1,"55,64",Appartement,60,2,,,
BY16_75116_27,75116,12,,SQ,HENRY PATE,75016,3208,,BY,16,27,113,Appartement,107,4,,,
CA27_75116_16,75116,13,,AV,DE VERSAILLES,75016,3208,,CA,27,16,"68,65",Appartement,80,4,,,
DW133_75116_1833,75116,14,,RUE,DES SABLONS,75016,3208,,DW,133,1833,"23,02",Appartement,23,1,,,
FI25_75116_211,75116,13,,RUE,DE BASSANO,75016,3208,,FI,25,211,"29,99",Appartement,55,2,,,
BL29_75117_84,75117,32,,RUE,MEDERIC,75017,3209,,BL,29,84,"58,81",Appartement,39,1,,,
CL46_75117_10,75117,34,,RUE,BOURSAULT,75017,3209,,CL,46,10,"43,71",Appartement,47,2,,,
CM13_75117_201,75117,25,,RUE,DES DAMES,75017,3209,,CM,13,201,"99,36",Appartement,97,3,,,
DI37_75117_20,75117,148,,AV,DE CLICHY,75017,3209,,DI,37,20,"13,25",Appartement,14,1,,,
AJ43_75118_7,75118,14,,RUE,D OSLO,75018,3210,,AJ,43,7,"50,94",Appartement,50,3,,,
AR70_75118_4,75118,36,,BD,DE CLICHY,75018,3210,,AR,70,4,"71,65",Appartement,70,3,,,
BE4_75118_15,75118,2,,PAS,PENEL,75018,3210,,BE,4,15,"29,55",Appartement,30,2,,,
BL22_75118_1,75118,1,,RUE,BACHELET,75018,3210,,BL,22,1,"54,28",Appartement,42,1,,,
BR53_75118_42,75118,15,,RUE,D ORSEL,75018,3210,,BR,53,42,"35,63",Appartement,33,2,,,
BU101_75118_5,75118,1,,RUE,LABAT,75018,3210,,BU,101,5,"25,73",Appartement,26,1,,,
BU180_75118_1262,75118,12,,PAS,RAMEY,75018,3210,,BU,180,1262,"56,04",Appartement,51,2,,,
AV45_75119_31,75119,5,,RUE,LALLY TOLLENDAL,75019,3212,,AV,45,31,"20,07",Appartement,20,1,,,
EE33_75119_106,75119,53,,RUE,REBEVAL,75019,3212,,EE,33,106,"53,14",Appartement,53,2,,,
ES43_75119_14,75119,4,,RUE,BASTE,75019,3212,,ES,43,14,"33,82",Appartement,34,2,,,
AS52_75120_12,75120,137,,RUE,DE MENILMONTANT,75020,3211,,AS,52,12,"47,91",Appartement,47,2,,,
BW78_75120_29,75120,7,,RUE,SORBIER,75020,3211,,BW,78,29,"18,5",Appartement,14,1,,,
CD49_75120_34,75120,19,,RUE,DUPONT DE L EURE,75020,3211,,CD,49,34,"42,52",Appartement,43,2,,,
CD73_75120_6,75120,125,,AV,GAMBETTA,75020,3211,,CD,73,6,"78,04",Appartement,80,4,,,
CZ20_75120_3,75120,71,,RUE,SAINT BLAISE,75020,3211,,CZ,20,3,"28,43",Appartement,31,1,,,
DN27_75120_24,75120,69,B,RUE,DES MARAICHERS,75020,3211,,DN,27,24,"42,52",Appartement,42,1,,,
DR63_75120_12,75120,48,,RUE,DES VIGNOLES,75020,3211,,DR,63,12,"50,74",Appartement,47,3,,,
DT29_75120_28,75120,26,,RUE,D AVRON,75020,3211,,DT,29,28,"29,44",Appartement,83,3,,,
EB8_75120_218,75120,18,,RUE,DES MARAICHERS,75020,3211,,EB,8,218,"26,4",Appartement,26,1,,,
AD582_76341_57,76341,2,,RUE,ARVID HARNACK,76700,2231,,AD,582,57,"58,8",Appartement,59,3,,,
AI146_76341_2,76341,46,,RUE,DE L EURE,76700,2231,,AI,146,2,"192,49",Appartement,136,5,,,
JH116_76351_153,76351,38,,RUE,ANATOLE FRANCE,76600,2229,,JH,116,153,"36,66",Appartement,37,2,,,
KR45_76351_3,76351,9,,AV,ROUGET DE LISLE,76610,2227,,KR,45,3,"84,6",Appartement,53,2,,,
OM578_76351_2,76351,17,,SEN,PUVIS DE CHAVANNES,76620,2228,,OM,578,2,"175,38",Maison,115,5,,,
AH329_76498_105,76498,5,B,RUE,DE LA REPUBLIQUE,76140,2203,,AH,329,105,"64,18",Appartement,64,3,,,
BK372_76540_11,76540,174,,RUE,EAU DE ROBEC,76000,2199,,BK,372,11,"33,81",Appartement,34,2,,,
LN10_76540_249,76540,15,,RUE,DE LA CAGE,76000,2199,,LN,10,249,"49,03",Appartement,49,2,,,
LO184_76540_7,76540,3,,RUE,L AITRE SAINT NICAISE,76000,2199,,LO,184,7,"29,83",Appartement,32,1,,,
AD305_76575_20,76575,23,,RUE,JULES VEDRINES,76800,2197,,AD,305,20,"71,91",Appartement,70,4,,,
B621_77055_21,77055,10,,RUE,DE CHANTEREINE,77177,2374,,B,621,21,"80,32",Appartement,80,4,,,
CD82_77108_3,77108,20,,AV,FRANCOIS MITTERRAND,77500,2345,,CD,82,3,"41,5",Appartement,41,2,,,
BM300_77118_2,77118,19,,RUE,EUGENE VARLIN,77410,2341,,BM,300,2,"38,16",Appartement,43,1,,,
BB332_77139_41,77139,12,,RUE,DES BONNES VIGNES,77181,2388,,BB,332,41,61,Appartement,61,3,,,
AD23_77153_35,77153,7,,RUE,DE LA LIBERATION,77230,2361,,AD,23,35,"43,89",Appartement,44,2,,,
AB150_77186_13,77186,31,,RTE,DE LA BONNE DAME,77300,2288,,AB,150,13,"90,7",Appartement,90,3,,,
A1394_77251_134,77251,26,,AV,RENE CASSIN,77127,2263,,A,1394,134,"69,86",Appartement,69,3,,,
ZK755_77251_183,77251,25,,BD,OLYMPE DE GOUGES,77127,2263,,ZK,755,183,"51,77",Appartement,51,3,,,
AX347_77284_43,77284,72,,AV,JEAN HENRI DUNANT,77100,2342,,AX,347,43,"55,43",Appartement,55,3,,,
BK288_77284_62,77284,11,,AV,DE LA MARNE,77100,2342,,BK,288,62,"92,84",Appartement,92,5,,,
AT170_77288_1,77288,15,,RUE,DES POTIERS,77000,2256,,AT,170,1,"17,1",Appartement,17,1,,,
AZ220_77288_5,77288,7,,AV,GALLIENI,77000,2256,,AZ,220,5,"39,62",Appartement,54,3,,,
BD41_77326_9,77326,9,,VC,RESIDENCE LES TILLEULS,77176,2270,,BD,41,9,"115,79",Maison,111,6,,,
C586_77326_20,77326,115,,AV,DU PAVILLON BOURET,77176,2270,,C,586,20,91,Maison,90,3,,,
AB436_77337_16,77337,21,,CRS,DU BUISSON,77186,2351,,AB,436,16,"96,65",Appartement,99,5,,,
BD15_77350_24,77350,101,,AV,DU GENERAL DE GAULLE,77330,2255,,BD,15,24,"57,48",Appartement,60,3,,,
AM33_77373_130,77373,50,,RUE,DE LA FERME,77340,2272,,AM,33,130,"115,99",Maison,119,6,,,
AB194_77378_12,77378,6,,AV,DE FONTAINEBLEAU,77310,2282,,AB,194,12,"62,34",Appartement,45,2,,,
A539_77511_3,77511,12,,RUE,DE PARIS,77230,2373,,A,539,3,"46,2",Appartement,50,3,,,
AE278_78126_660,78126,2,,ALL,DE NORMANDIE,78170,2437,,AE,278,660,"66,7",Appartement,65,4,,,
AK166_78126_542,78126,15,,ALL,GRANDE TERRE,78170,2437,,AK,166,542,"87,11",Appartement,89,4,,,
AI207_78208_23,78208,10,,RUE,BOUGAINVILLE,78990,2496,,AI,207,23,"79,45",Appartement,79,1,,,
BK25_78208_229,78208,24,,RUE,DE BRUXELLES,78990,2496,,BK,25,229,"64,77",Appartement,68,3,,,
AI46_78224_6,78224,84,,RTE,DE SAINT NOM,78620,2430,,AI,46,6,"146,35",Maison,181,6,,,
AC7_78233_3,78233,3,,,DE GRASSE VILLAGE,78810,2442,,AC,7,3,"125,49",Maison,118,4,,,
AO916_78311_4,78311,61,,RUE,GABRIEL PERI,78800,2429,,AO,916,4,"64,13",Appartement,64,3,,,
AV11_78350_279,78350,9001,,RES,DU VAL DE SEINE,78430,2426,,AV,11,279,"34,26",Appartement,32,2,,,
AW105_78358_9,78358,18,,RUE,DU TIR,78600,2424,,AW,105,9,"60,26",Appartement,62,3,,,
AN185_78383_303,78383,8,,RUE,DU VENDELAIS,78310,2495,,AN,185,303,48,Appartement,48,2,,,
AS140_78383_1825,78383,1,,PL,D AUXOIS,78310,2495,,AS,140,1825,46,Appartement,46,2,,,
AC408_78401_18,78401,6,,RUE,DES RUELLES,78250,2452,,AC,408,18,"39,56",Appartement,39,2,,,
AI206_78401_11,78401,7,,HLM,DU PARC MUNICIPAL,78250,2452,,AI,206,11,"39,7",Appartement,37,2,,,
AM1_78455_47,78455,4,,ALL,DES PEUPLIERS,78590,2438,,AM,1,47,"111,52",Maison,248,8,,,
AH8_78490_723,78490,9,,RUE,DES EBISOIRES,78370,2422,,AH,8,723,"71,36",Appartement,73,3,,,
AW44_78490_248,78490,68,,RUE,DU PETIT BOIS,78370,2422,,AW,44,248,"65,36",Appartement,68,3,,,
AY44_78490_9,78490,22,,RUE,LUCHINO VISCONTI,78370,2422,,AY,44,9,"71,8",Maison,72,3,,,
AP580_78517_23,78517,18,,RUE,DU CHANCELIER K. ADENAUER,78120,2500,,AP,580,23,"79,05",Appartement,78,3,,,
AH187_78551_3,78551,28,,RUE,DU VIEIL ABREUVOIR,78100,2447,,AH,187,3,"33,01",Appartement,33,2,,,
AK154_78586_11,78586,88,,BD,HENRI BARBUSSE,78500,2425,,AK,154,11,"53,72",Appartement,48,2,,,
BP378_78586_10,78586,175,,AV,DE LA REPUBLIQUE,78500,2425,,BP,378,10,"63,99",Appartement,63,3,,,
AE348_78646_2,78646,12,,RUE,DU PEINTRE LEBRUN,78000,2407,,AE,348,2,"33,91",Appartement,48,2,,,
AH139_78646_11,78646,9,,RUE,DU GENERAL LECLERC,78000,2407,,AH,139,11,"49,44",Appartement,42,3,,,
AY297_80182_45,80182,35,T,RUE,FLORENT TRIQUET,80410,2545,,AY,297,45,"35,03",Appartement,37,2,,,
G210_80826_5,80826,20,,RUE,DE SAINT VALERY,80460,2552,,G,210,5,"39,31",Appartement,39,3,,,
BT37_83036_317,83036,7804,,RES,LE GRAND FOC,83240,2591,,BT,37,317,"21,53",Appartement,21,1,,,
AB995_83050_14,83050,24,,RUE,GEORGES CISSON,83300,2578,,AB,995,14,"22,22",Appartement,25,1,,,
AE261_83062_28,83062,,,,LE TRANIER,83130,2622,,AE,261,28,"53,04",Appartement,55,3,,,
AS222_83062_27,83062,200,,RUE,JEAN BARTOLINI,83130,2622,,AS,222,27,"78,6",Appartement,78,4,,,
AL180_83069_4,83069,70,,AV,DES ILES D OR,83400,2637,,AL,180,4,"61,03",Appartement,65,2,,,
DD28_83069_127,83069,29,,AV,AMBROISE THOMAS,83400,2637,,DD,28,127,"24,13",Appartement,28,1,,,
AD283_83098_32,83098,9001,,,GRP ISLY L ESPERANCE,83220,2628,,AD,283,32,"85,42",Appartement,83,5,,,
AX140_83106_11,83106,99,,RUE,LOUIS MARTIN,83136,2612,,AX,140,11,"73,07",Appartement,73,3,,,
AL1166_83123_102,83123,102,,,LES AMIRANTES CHEM DES ROC,83110,2635,,AL,1166,102,"22,19",Appartement,18,1,,,
AZ510_83123_35,83123,613,,CHE,DE BACCHUS,83110,2635,,AZ,510,35,"21,29",Appartement,21,1,,,
AS475_83126_18,83126,1416,,AV,HENRI GUILLAUME,83500,2623,,AS,475,18,"17,9",Appartement,18,2,,,
AL1118_83129_54,83129,169,,RUE,DU PUISATIER,83140,2626,,AL,1118,54,"60,7",Appartement,60,2,,,
CL209_83137_110,83137,19,B,RUE,VINCENT COURDOUAN,83000,2625,,CL,209,110,"40,05",Appartement,45,1,,,
BA480_83144_41,83144,414,,AV,HONORE D'ESTIENNE D'ORVES,83160,2627,,BA,480,41,"62,38",Appartement,64,3,,,
BE18_84003_49,84003,100,,,LES ROSIERS - ST MICHEL J,84400,2675,,BE,18,49,"60,83",Appartement,69,3,,,
IL723_84007_23,84007,4,,IMP,DE L EPI,84000,2658,,IL,723,23,"41,69",Appartement,41,2,,,
IR503_84007_26,84007,14,,RUE,ANDRE CHAMSON,84000,2658,,IR,503,26,"73,38",Appartement,75,3,,,
BV214_84031_1,84031,2061,,CHE,DE LA PEYRIERE,84200,2657,,BV,214,1,"51,82",Appartement,47,3,,,
CP164_84054_6,84054,9003,,RUE,VALMY,84800,2676,,CP,164,6,"66,23",Appartement,64,3,,,
DN28_84129_23,84129,353,,AV,D'AVIGNON,84700,2662,,DN,28,23,"60,89",Appartement,85,2,,,
AH674_85151_3,85151,6,,PL,DE LA MAIRIE,85290,2710,,AH,674,3,"74,75",Appartement,74,3,,,
166L1463_85194_5,85194,21,,RTE,DE LA MER,85340,2724,166,L,1463,5,"90,58",Maison,91,4,,,
AL179_86070_20,86070,11,,RUE,VASSALOUR,86300,2743,,AL,179,20,"44,74",Maison,45,2,,,
AB177_88383_5,88383,49,,RUE,CHARLES DE GAULLE,88200,2788,,AB,177,5,"55,42",Appartement,57,3,,,
BH328_89024_12,89024,18,,RUE,DES BOUCHERIES,89000,2798,,BH,328,12,"84,65",Appartement,135,3,,,
AK79_89387_322,89387,13,,BD,DU CENTENAIRE,89100,2808,,AK,79,322,"73,51",Appartement,73,3,,,
AO7_91097_74,91097,4,,ALL,LANCELOT DU LAC,91800,2819,,AO,7,74,"84,46",Maison,75,4,,,
C1463_91103_6,91103,44,,CHE,DES CENDRENNES,91220,2871,,C,1463,6,"43,33",Appartement,45,2,,,
AI148_91161_1028,91161,8,,AV,DE LA LIBERATION,91380,2856,,AI,148,1028,"71,81",Appartement,71,4,,,
AE518_91326_23,91326,40,,RUE,CAMILLE FLAMMARION,91260,2850,,AE,518,23,"66,06",Appartement,66,3,,,
AA205_91339_6,91339,113,,RUE,DE LA DIVISION LECLERC,91310,2870,,AA,205,6,"29,55",Appartement,30,1,,,
AE689_91345_1,91345,1,,PL,SCHOELCHER,91160,2852,,AE,689,1,"74,05",Appartement,70,3,,,
AE785_91345_1007,91345,4,,RUE,LEONTINE SOHIER,91160,2852,,AE,785,1007,75,Appartement,75,3,,,
BC101_91386_2,91386,6,B,RUE,DU FOUR A CHAUX,91540,2823,,BC,101,2,"69,85",Appartement,70,3,,,
AO822_91434_55,91434,9001,,RES,COMPIEGNE JUVISY,91390,2861,,AO,822,55,"52,92",Appartement,55,3,,,
AM309_91458_83,91458,2,,ALL,DES GENETS,91620,2927,,AM,309,83,110,Maison,110,6,,,
AN22_91549_3,91549,1,,RUE,JEAN VIGO,91700,2851,,AN,22,3,"63,03",Appartement,63,3,,,
AA394_91577_1,91577,114,,RTE,DE MELUN,91250,2838,,AA,394,1,"134,06",Appartement,134,4,,,
AR393_91657_5021,91657,4,,ALL,COLETTE,91270,2834,,AR,393,5021,"54,6",Appartement,54,3,,,
AC547_91661_22,91661,10,,RUE,DES BRUYERES,91140,2933,,AC,547,22,"47,25",Appartement,48,2,,,
AX18_91687_1,91687,37,,AV,MARMONT,91170,2859,,AX,18,1,"65,39",Appartement,65,4,,,
BN150_91692_57,91692,12,,AV,DE PROVENCE,91940,2925,,BN,150,57,42,Appartement,42,2,,,
E159_92007_39,92007,5,,AV,DU GENERAL DE GAULLE,92220,2976,,E,159,39,"56,69",Appartement,56,3,,,
AB30_92019_114,92019,55,,RUE,MARC SANGNIER,92290,2965,,AB,30,114,"55,68",Appartement,60,3,,,
AC73_92020_142,92020,82,,RUE,PIERRE BROSSOLETTE,92320,2975,,AC,73,142,"71,03",Appartement,69,3,,,
I7_92024_116,92024,65,,RUE,VILLENEUVE,92110,2953,,I,7,116,"34,87",Appartement,37,2,,,
K5_92024_34,92024,27,,RUE,DES BATELIERS,92110,2953,,K,5,34,"18,01",Appartement,20,1,,,
P6_92024_14,92024,9,,RUE,HENRI BARBUSSE,92110,2953,,P,6,14,"25,15",Appartement,24,2,,,
U50_92024_14,92024,13,,RUE,MARTISSOT,92110,2953,,U,50,14,"42,01",Appartement,45,3,,,
AT53_92026_17,92026,43,,RUE,DU 22 SEPTEMBRE,92400,2945,,AT,53,17,"37,75",Appartement,35,2,,,
BI75_92026_1,92026,21,,RUE,SAINTE GENEVIEVE,92400,2945,,BI,75,1,"61,79",Appartement,59,3,,,
K187_92044_15,92044,16,,RUE,P VAILLANT COUTURIER,92300,2952,,K,187,15,"64,35",Appartement,64,3,,,
Y44_92044_54,92044,58,,RUE,LOUISE MICHEL,92300,2952,,Y,44,54,"41,7",Appartement,40,2,,,
G140_92050_27,92050,1,,AV,HENRI MARTIN,92000,2944,,G,140,27,"49,27",Appartement,48,3,,,
AS28_92051_13,92051,35,,RUE,DE LA FERME,92200,2954,,AS,28,13,"139,06",Appartement,130,5,,,
I40_92051_21,92051,90,B,BD,VICTOR HUGO,92200,2954,,I,40,21,"85,33",Appartement,86,3,,,
M57_92071_312,92071,2,,ALL,DES PINS,92330,2973,,M,57,312,"83,12",Appartement,82,4,,,
AR410_92073_106,92073,73,,RUE,DES BAS ROGERS,92150,2943,,AR,410,106,"66,71",Appartement,67,3,,,
Z153_92073_3,92073,50,B,RUE,DE LA REPUBLIQUE,92150,2943,,Z,153,3,"48,3",Appartement,42,2,,,
DN73_93005_610,93005,21,,AV,DE SAVIGNY,93600,3006,,DN,73,610,"71,24",Appartement,69,4,,,
AS29_93014_10136,93014,9001,,RES,VALLEE DES ANGES,93390,3004,,AS,29,10136,"68,52",Appartement,72,4,,,
B132_93031_237,93031,88,,AV,GALLIENI,93800,2992,,B,132,237,"62,37",Appartement,63,3,,,
BK369_93048_104,93048,20,T,RUE,DU SERGENT GODEFROY,93100,3016,,BK,369,104,"61,57",Appartement,61,3,,,
BO53_93048_18,93048,37,,BD,ROUGET DE LISLE,93100,3016,,BO,53,18,"49,1",Appartement,47,3,,,
N221_93048_292,93048,134,,RUE,SAINT DENIS,93100,3016,,N,221,292,"61,69",Appartement,61,4,,,
CQ109_93066_104,93066,5,,RUE,DE LA MONTJOIE,93210,2993,,CQ,109,104,"43,25",Appartement,44,1,,,
R32_93077_18,93077,10,,RUE,HURAUT,93250,3018,,R,32,18,"32,8",Appartement,32,1,,,
V36_94003_9,94003,88,,AV,DE LA CONVENTION,94110,3041,,V,36,9,"92,7",Appartement,93,5,,,
I101_94017_2,94017,103,B,BD,ARISTIDE BRIAND,94500,3066,,I,101,2,"51,01",Maison,45,3,,,
D4_94018_19,94018,156,,RUE,DE PARIS,94220,3025,,D,4,19,"32,67",Appartement,33,2,,,
K244_94018_21,94018,2,B,VLA,ST PIERRE,94220,3025,,K,244,21,"82,02",Appartement,80,4,,,
L47_94018_19,94018,21,,RUE,ARTHUR CROQUETTE,94220,3025,,L,47,19,"42,61",Appartement,40,3,,,
AT78_94019_19,94019,17,,RUE,ARISTIDE BRIAND,94430,3046,,AT,78,19,"71,71",Appartement,73,3,,,
AV368_94019_414,94019,26,,RUE,DU GAL DE GAULLE,94430,3046,,AV,368,414,"47,7",Appartement,47,1,,,
I29_94022_23,94022,8,,AV,GAMBETTA,94600,3033,,I,29,23,"68,03",Appartement,68,3,,,
AP513_94028_21,94028,27,,RUE,DE COTONOU,94000,3026,,AP,513,21,"59,46",Appartement,60,3,,,
L258_94033_108,94033,4,,RUE,PAUL ELUARD,94120,3064,,L,258,108,"82,02",Appartement,80,4,,,
Y148_94033_1,94033,55,,RUE,DES PRES LORETS,94120,3064,,Y,148,1,"45,03",Maison,44,3,,,
